state,basin,well_name_anp,well_name_operator,field,operator,contract_number,period,oil,condensate,petroleum,gas_associate,gas_non_associate,total_gas,volume_gas_royalties,water,installation_destination,installation_type,production_time
Rio de Janeiro,Campos,3RJS 0346D RJ       ,3RJS 0346D RJ       ,MALHADO,Petrobras,4.8E+14,2016/04,491.1258,0,491.1258,2.2314,0,2.2314,66.47536,1235.9735,PLATAFORMA DE CHERNE-2,UEP,658
Rio de Janeiro,Campos,7VM  0027D RJS      ,7VM  0027D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,583.2251,0,583.2251,2.1683,0,2.1683,63.81183,3024.7589,PLATAFORMA DE VERMELHO-II,UEP,713
Sergipe,Sergipe,7CM  0056D SES      ,7CM  0056D SES      ,CAMORIM,Petrobras,4.8E+14,2016/04,55.6881,0,55.6881,2.6304,0,2.6304,78.45397,0.4501,PLATAFORMA PCM-03 DE CAMORIM,UEP,713
Rio Grande do Norte,Potiguar,7UB  0112D RNS      ,7UB  0112D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,19.7299,0,19.7299,1.9225,0,1.9225,57.67548,0.4625,PLATAFORMA DE UBARANA 13,UEP,709
Rio de Janeiro,Campos,7VM  0030D RJS      ,7VM  0030D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,117.2737,0,117.2737,0.5731,0,0.5731,16.86613,1535.3705,PLATAFORMA DE VERMELHO-II,UEP,530
Rio de Janeiro,Campos,4RJS 0338  RJ       ,4RJS 0338  RJ       ,MARIMBÁ,Petrobras,4.8E+14,2016/04,697.3391,0,697.3391,8.7051,0,8.7051,258.34509,1741.6733,PETROBRAS 08,UEP,695
Rio Grande do Norte,Potiguar,7UB  0110D RNS      ,7UB  0110D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,5.3801,0,5.3801,0.1691,0,0.1691,5.07269,19.3626,PLATAFORMA DE UBARANA 13,UEP,709
Rio Grande do Norte,Potiguar,7UB  0113D RNS      ,7UB  0113D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,148.7848,0,148.7848,3.4421,0,3.4421,103.26431,0.3948,PLATAFORMA DE UBARANA 13,UEP,692
Rio de Janeiro,Campos,7VM  0037D RJS      ,7VM  0037D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,150.0449,0,150.0449,0.8589,0,0.8589,25.27843,1819.8657,PLATAFORMA DE VERMELHO-III,UEP,716
Rio de Janeiro,Campos,4RJS 0330A RJ       ,4RJS 0330A RJ       ,ALBACORA,Petrobras,4.8E+14,2016/04,998.2511,0,998.2511,24.8259,0,24.8259,744.19603,15.8849,PETROBRAS 31,UEP,663
Rio de Janeiro,Campos,7PG  0009D RJS      ,7PG  0009D RJS      ,PARGO,Petrobras,4.8E+14,2016/04,156.7263,0,156.7263,1.3463,0,1.3463,39.5038,1086.3215,PLATAFORMA DE PARGO-1A,UEP,720
Rio de Janeiro,Campos,8CH  0020D RJS      ,8CH  0020D RJS      ,CHERNE,Petrobras,4.8E+14,2016/04,96.2829,0,96.2829,0.4559,0,0.4559,13.50952,566.2483,PLATAFORMA DE CHERNE-2,UEP,454
Rio de Janeiro,Campos,7CRP 0029D RJS      ,7CRP 0029D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,156.7263,0,156.7263,0.3375,0,0.3375,9.90256,2262.1335,PLATAFORMA DE CARAPEBA-II,UEP,720
Rio de Janeiro,Campos,1RJS 0345  RJ       ,1RJS 0345  RJ       ,MALHADO,Petrobras,4.8E+14,2016/04,53.3286,0,53.3286,0.876,0,0.876,26.09623,380.1991,PETROBRAS 09,UEP,627
Sergipe,Sergipe,7CM  0059D SES      ,7CM  0059D SES      ,CAMORIM,Petrobras,4.8E+14,2016/04,15.1262,0,15.1262,0.9409,0,0.9409,28.06206,0.7003,PLATAFORMA PCM-03 DE CAMORIM,UEP,717
Rio de Janeiro,Campos,7CRP 0020D RJS      ,7CRP 0020D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,250.0327,0,250.0327,0.3585,0,0.3585,10.52039,1110.3335,PLATAFORMA DE CARAPEBA-II,UEP,720
Rio de Janeiro,Campos,7VM  0040D RJS      ,7VM  0040D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,312.8531,0,312.8531,0.9458,0,0.9458,27.83435,1041.1187,PLATAFORMA DE VERMELHO-II,UEP,720
Rio de Janeiro,Campos,7CRP 0041D RJS      ,7CRP 0041D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,250.7603,0,250.7603,1.2426,0,1.2426,36.46076,2188.7623,PLATAFORMA DE CARAPEBA-I,UEP,720
Rio de Janeiro,Campos,7VM  0041D RJS      ,7VM  0041D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,181.8007,0,181.8007,0.5141,0,0.5141,15.13058,1017.6978,PLATAFORMA DE VERMELHO-I,UEP,720
Rio Grande do Norte,Potiguar,7UB  0107D RNS      ,7UB  0107D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,10.9023,0,10.9023,0.4001,0,0.4001,12.00195,0.3753,PLATAFORMA DE UBARANA 11,UEP,710
Rio de Janeiro,Campos,7CRP 0033D RJS      ,7CRP 0033D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,159.5909,0,159.5909,0.5334,0,0.5334,15.65087,1164.4078,PLATAFORMA DE CARAPEBA-II,UEP,719
Rio de Janeiro,Campos,7CO  0008D RJS      ,7CO  0008D RJS      ,CORVINA,Petrobras,4.8E+14,2016/04,1086.8188,0,1086.8188,4.1121,0,4.1121,122.80533,1358.5344,PETROBRAS 09,UEP,622
Rio de Janeiro,Campos,7NA  0031D RJS      ,7NA  0031D RJS      ,NAMORADO,Petrobras,4.8E+14,2016/04,355.1468,0,355.1468,15.7452,0,15.7452,139.38639,3956.4559,PLATAFORMA DE NAMORADO-2,UEP,718
Rio de Janeiro,Campos,7CRP 0019D RJS      ,7CRP 0019D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,279.4311,0,279.4311,1.1779,0,1.1779,34.56233,691.009,PLATAFORMA DE CARAPEBA-II,UEP,264
Rio de Janeiro,Campos,7CRP 0022D RJS      ,7CRP 0022D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,63.6443,0,63.6443,0.0591,0,0.0591,1.7343,1100.9155,PLATAFORMA DE CARAPEBA-II,UEP,720
Ceará,Ceará,8AT  0012D CES      ,8AT  0012D CES      ,ATUM,Petrobras,4.8E+14,2016/04,32.8001,0,32.8001,1.0076,0,1.0076,30.22717,468.5391,PLATAFORMA DE ATUM 3,UEP,720
Rio de Janeiro,Campos,7CRP 0023D RJS      ,7CRP 0023D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,140.2542,0,140.2542,0.1563,0,0.1563,4.58504,2704.633,PLATAFORMA DE CARAPEBA-II,UEP,720
Rio de Janeiro,Campos,7CRP 0035D RJS      ,7CRP 0035D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,114.3877,0,114.3877,0.1227,0,0.1227,3.6011,1115.4236,PLATAFORMA DE CARAPEBA-II,UEP,720
Rio de Janeiro,Campos,7VM  0034D RJS      ,7VM  0034D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,119.1114,0,119.1114,0.4435,0,0.4435,13.05079,903.535,PLATAFORMA DE VERMELHO-III,UEP,720
Rio de Janeiro,Campos,7PM  0028D RJS      ,7PM  0028D RJS      ,PAMPO,Petrobras,4.8E+14,2016/04,656.4761,0,656.4761,13.2802,0,13.2802,397.79091,5468.0912,PLATAFORMA DE PAMPO-1,UEP,715
Rio de Janeiro,Campos,7NA  0035D RJS      ,7NA  0035D RJS      ,NAMORADO,Petrobras,4.8E+14,2016/04,52.0742,0,52.0742,1.0346,0,1.0346,9.15907,568.7533,PLATAFORMA DE NAMORADO-2,UEP,169
Rio de Janeiro,Campos,7PM  0026D RJS      ,7PM  0026D RJS      ,PAMPO,Petrobras,4.8E+14,2016/04,410.6692,0,410.6692,3.305,0,3.305,98.99665,3528.8423,PLATAFORMA DE PAMPO-1,UEP,696
Rio de Janeiro,Campos,7VM  0014D RJS      ,7VM  0014D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,151.7282,0,151.7282,0.5002,0,0.5002,14.72069,1391.4571,PLATAFORMA DE VERMELHO-III,UEP,593
Rio Grande do Norte,Potiguar,7UB  0103D RNS      ,7UB  0103D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,54.0425,0,54.0425,8.2364,0,8.2364,247.0933,3.6053,PLATAFORMA DE UBARANA 12,UEP,583
Rio Grande do Norte,Potiguar,7UB  0104D RNS      ,7UB  0104D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,28.1895,0,28.1895,14.6099,0,14.6099,438.2969,24.1149,PLATAFORMA DE UBARANA 12,UEP,683
Rio Grande do Norte,Potiguar,7UB  0108D RNS      ,7UB  0108D RNS      ,UBARANA,Petrobras,4.8E+14,2016/04,0.5942,0,0.5942,0.0537,0,0.0537,1.61134,6.8785,PLATAFORMA DE UBARANA 11,UEP,26
Rio de Janeiro,Campos,7VM  0061D RJS      ,7VM  0061D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,463.906,0,463.906,2.1605,0,2.1605,63.58153,1946.3305,PLATAFORMA DE VERMELHO-I,UEP,720
Rio de Janeiro,Campos,7VM  0063D RJS      ,7VM  0063D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,176.2365,0,176.2365,0.8639,0,0.8639,25.42389,2339.9963,PLATAFORMA DE VERMELHO-I,UEP,717
Rio Grande do Norte,Potiguar,7RNS 0109D RN       ,7RNS 0109D RN       ,ARATUM,Petrobras,4.8E+14,2016/04,78.8233,0,78.8233,0.6286,0,0.6286,18.79048,1085.7845,PLATAFORMA DE ARATUM 1,UEP,718
Rio de Janeiro,Campos,7CH  0027D RJS      ,7CH  0027D RJS      ,CHERNE,Petrobras,4.8E+14,2016/04,1127.6518,0,1127.6518,11.1767,0,11.1767,331.17641,584.0246,PLATAFORMA DE CHERNE-1,UEP,673
Rio de Janeiro,Campos,3MRL 0003  RJS      ,3MRL 0003  RJS      ,MARLIM,Petrobras,4.8E+14,2016/04,2348.1039,0,2348.1039,27.0043,0,27.0043,807.79706,1458.852,PETROBRAS 20,UEP,689
Rio de Janeiro,Campos,7PG  0019D RJS      ,7PG  0019D RJS      ,PARGO,Petrobras,4.8E+14,2016/04,413.7544,0,413.7544,2.0074,0,2.0074,58.90046,3298.0363,PLATAFORMA DE PARGO-1A,UEP,720
Rio de Janeiro,Campos,7VM  0057D RJS      ,7VM  0057D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,194.3386,0,194.3386,0.8496,0,0.8496,25.00317,1178.2288,PLATAFORMA DE VERMELHO-I,UEP,720
Rio de Janeiro,Campos,7EN  0033DARJS      ,7EN  0033DARJS      ,ENCHOVA,Petrobras,4.8E+14,2016/04,38.6354,0,38.6354,1.8815,0,1.8815,55.90819,38.2863,PLATAFORMA DE ENCHOVA,UEP,97
Rio de Janeiro,Campos,7CH  0031D RJS      ,7CH  0031D RJS      ,CHERNE,Petrobras,4.8E+14,2016/04,439.4122,0,439.4122,4.6605,0,4.6605,138.09485,1302.6534,PLATAFORMA DE CHERNE-1,UEP,660
Rio de Janeiro,Campos,7CH  0025D RJS      ,7CH  0025D RJS      ,CHERNE,Petrobras,4.8E+14,2016/04,1050.809,0,1050.809,2.1418,0,2.1418,63.46475,2846.8538,PLATAFORMA DE CHERNE-2,UEP,655
Rio de Janeiro,Campos,7VM  0068D RJS      ,7VM  0068D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,131.6489,0,131.6489,0.7617,0,0.7617,22.41595,1258.3859,PLATAFORMA DE VERMELHO-I,UEP,720
Rio de Janeiro,Campos,7CH  0010DARJS      ,7CH  0010DARJS      ,CHERNE,Petrobras,4.8E+14,2016/04,734.0074,0,734.0074,6.2078,0,6.2078,183.94366,1652.7346,PLATAFORMA DE CHERNE-1,UEP,621
Rio de Janeiro,Campos,7VM  0053D RJS      ,7VM  0053D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,294.6426,0,294.6426,0.8753,0,0.8753,25.75943,863.7406,PLATAFORMA DE VERMELHO-I,UEP,720
Rio de Janeiro,Campos,7PG  0020D RJS      ,7PG  0020D RJS      ,PARGO,Petrobras,4.8E+14,2016/04,185.0657,0,185.0657,0.9358,0,0.9358,27.45791,175.7585,PLATAFORMA DE PARGO-1A,UEP,720
Rio de Janeiro,Campos,7VM  0062D RJS      ,7VM  0062D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,781.6108,0,781.6108,4.3089,0,4.3089,126.80991,519.5192,PLATAFORMA DE VERMELHO-III,UEP,425
Rio de Janeiro,Campos,7VM  0066D RJS      ,7VM  0066D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,181.8007,0,181.8007,0.9882,0,0.9882,29.08139,2015.3853,PLATAFORMA DE VERMELHO-I,UEP,720
Rio de Janeiro,Campos,7PG  0021D RJS      ,7PG  0021D RJS      ,PARGO,Petrobras,4.8E+14,2016/04,183.2106,0,183.2106,0.965,0,0.965,28.3141,1049.5166,PLATAFORMA DE PARGO-1A,UEP,720
Rio de Janeiro,Campos,7EN  0041D RJS      ,7EN  0041D RJS      ,ENCHOVA,Petrobras,4.8E+14,2016/04,1315.8767,0,1315.8767,12.2834,0,12.2834,365.00714,1720.1773,PLATAFORMA DE ENCHOVA,UEP,706
Rio de Janeiro,Campos,7VM  0055D RJS      ,7VM  0055D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,294.6426,0,294.6426,1.1734,0,1.1734,34.53347,2390.0144,PLATAFORMA DE VERMELHO-II,UEP,720
Rio de Janeiro,Campos,7NA  0042D RJS      ,7NA  0042D RJS      ,NAMORADO,Petrobras,4.8E+14,2016/04,277.533,0,277.533,93.5947,0,93.5947,828.56024,2708.6182,PLATAFORMA DE NAMORADO-2,UEP,640
Rio de Janeiro,Campos,7VM  0060D RJS      ,7VM  0060D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,162.5956,0,162.5956,0.6137,0,0.6137,18.06216,1933.631,PLATAFORMA DE VERMELHO-III,UEP,718
Rio de Janeiro,Campos,7PG  0026D RJS      ,7PG  0026D RJS      ,PARGO,Petrobras,4.8E+14,2016/04,274.0866,0,274.0866,1.1936,0,1.1936,35.02175,490.9738,PLATAFORMA DE PARGO-1A,UEP,720
Rio Grande do Norte,Potiguar,7RNS 0108D RN       ,7RNS 0108D RN       ,ARATUM,Petrobras,4.8E+14,2016/04,80.9526,0,80.9526,0.6147,0,0.6147,18.37338,2294.3088,PLATAFORMA DE ARATUM 1,UEP,720
Rio de Janeiro,Campos,4RJS 0382  RJ       ,4RJS 0382  RJ       ,MARLIM SUL,Petrobras,4.8E+14,2016/04,989.5668,0,989.5668,56.029,0,56.029,1680.87021,6507.1473,PETROBRAS 40,UEP,720
Rio de Janeiro,Campos,7CRP 0043D RJS      ,7CRP 0043D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,884.1819,0,884.1819,2.7928,0,2.7928,81.94525,2438.9478,PLATAFORMA DE CARAPEBA-II,UEP,720
Rio de Janeiro,Campos,7VM  0047D RJS      ,7VM  0047D RJS      ,VERMELHO,Petrobras,4.8E+14,2016/04,123.1933,0,123.1933,0.6294,0,0.6294,18.52299,2400.3372,PLATAFORMA DE VERMELHO-II,UEP,720
Rio de Janeiro,Campos,7CRP 0047D RJS      ,7CRP 0047D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,123.1746,0,123.1746,0.2827,0,0.2827,8.29435,1814.4135,PLATAFORMA DE CARAPEBA-II,UEP,625
Rio de Janeiro,Campos,7AB  0006D RJS      ,7AB  0006D RJS      ,ALBACORA,Petrobras,4.8E+14,2016/04,2630.2667,0,2630.2667,31.2961,0,31.2961,938.15037,3483.7714,PETROBRAS 31,UEP,663
Rio de Janeiro,Campos,7NA  0051D RJS      ,7NA  0051D RJS      ,NAMORADO,Petrobras,4.8E+14,2016/04,951.391,0,951.391,15.5637,0,15.5637,137.77941,2316.4326,PLATAFORMA DE NAMORADO-2,UEP,720
Rio de Janeiro,Campos,7CH  0036D RJS      ,7CH  0036D RJS      ,CHERNE,Petrobras,4.8E+14,2016/04,2239.6351,0,2239.6351,23.9528,0,23.9528,709.74353,1250.9541,PLATAFORMA DE CHERNE-1,UEP,696
Rio de Janeiro,Campos,7CH  0037D RJS      ,7CH  0037D RJS      ,CHERNE,Petrobras,4.8E+14,2016/04,162.1905,0,162.1905,0.3241,0,0.3241,9.60372,1959.9503,PLATAFORMA DE CHERNE-2,UEP,421
Rio de Janeiro,Campos,7CH  0039D RJS      ,7CH  0039D RJS      ,CHERNE,Petrobras,4.8E+14,2016/04,478.1505,0,478.1505,1.4177,0,1.4177,42.00762,2503.0857,PLATAFORMA DE CHERNE-2,UEP,647
Rio de Janeiro,Campos,3MLH 0001  RJS      ,3MLH 0001  RJS      ,MALHADO,Petrobras,4.8E+14,2016/04,245.9544,0,245.9544,3.5504,0,3.5504,105.76906,402.9449,PETROBRAS 09,UEP,629
Rio de Janeiro,Campos,7NA  0052D RJS      ,7NA  0052D RJS      ,NAMORADO,Petrobras,4.8E+14,2016/04,30.6519,0,30.6519,1.0654,0,1.0654,9.43183,419.0821,PLATAFORMA DE NAMORADO-2,UEP,159
Rio de Janeiro,Campos,1RJS 0414  RJ       ,1RJS 0414  RJ       ,CORVINA,Petrobras,4.8E+14,2016/04,351.9685,0,351.9685,1.4992,0,1.4992,44.77178,851.1987,PETROBRAS 09,UEP,627
Rio de Janeiro,Campos,7CH  0038D RJS      ,7CH  0038D RJS      ,CHERNE,Petrobras,4.8E+14,2016/04,257.4507,0,257.4507,0.9201,0,0.9201,27.2638,1161.352,PLATAFORMA DE CHERNE-2,UEP,662
Rio de Janeiro,Campos,7CH  0035D RJS      ,7CH  0035D RJS      ,CHERNE,Petrobras,4.8E+14,2016/04,472.1131,0,472.1131,2.1173,0,2.1173,62.73734,1170.6796,PLATAFORMA DE CHERNE-2,UEP,663
Rio de Janeiro,Campos,7NA  0053D RJS      ,7NA  0053D RJS      ,NAMORADO,Petrobras,4.8E+14,2016/04,687.4555,0,687.4555,26.3647,0,26.3647,233.39732,3371.3688,PLATAFORMA DE NAMORADO-2,UEP,642
Rio de Janeiro,Campos,3MLH 0002D RJS      ,3MLH 0002D RJS      ,MALHADO,Petrobras,4.8E+14,2016/04,87.4854,0,87.4854,0.5656,0,0.5656,16.84851,162.0152,PETROBRAS 09,UEP,244
Rio de Janeiro,Campos,7NA  0049D RJS      ,7NA  0049D RJS      ,NAMORADO,Petrobras,4.8E+14,2016/04,816.31,0,816.31,20.7671,0,20.7671,183.84329,3345.2547,PLATAFORMA DE NAMORADO-2,UEP,718
Rio de Janeiro,Campos,7CH  0033D RJS      ,7CH  0033D RJS      ,CHERNE,Petrobras,4.8E+14,2016/04,221.9957,0,221.9957,1.2587,0,1.2587,37.29753,1144.6473,PLATAFORMA DE CHERNE-2,UEP,637
Rio de Janeiro,Campos,7MA  0006D RJS      ,7MA  0006D RJS      ,MARIMBÁ,Petrobras,4.8E+14,2016/04,1424.5151,0,1424.5151,15.645,0,15.645,464.30036,3469.4288,PETROBRAS 08,UEP,695
Rio de Janeiro,Campos,7MA  0008D RJS      ,7MA  0008D RJS      ,MARIMBÁ,Petrobras,4.8E+14,2016/04,2295.8773,0,2295.8773,28.1816,0,28.1816,836.35418,4954.0934,PETROBRAS 08,UEP,690
Rio de Janeiro,Campos,7MA  0010  RJS      ,7MA  0010  RJS      ,MARIMBÁ,Petrobras,4.8E+14,2016/04,2725.8797,0,2725.8797,30.5848,0,30.5848,907.6746,3377.5485,PETROBRAS 08,UEP,695
Rio de Janeiro,Campos,3RJS 0394D RJ       ,3RJS 0394D RJ       ,MARIMBÁ,Petrobras,4.8E+14,2016/04,202.9309,0,202.9309,1.3301,0,1.3301,39.4732,378.4908,PETROBRAS 08,UEP,654
Rio de Janeiro,Campos,7ENO 0008D RJS      ,7ENO 0008D RJS      ,ENCHOVA OESTE,Petrobras,4.8E+14,2016/04,758.2966,0,758.2966,11.5231,0,11.5231,342.41422,41.1282,PLATAFORMA DE ENCHOVA,UEP,720
Rio de Janeiro,Campos,8CH  0040D RJS      ,8CH  0040D RJS      ,CHERNE,Petrobras,4.8E+14,2016/04,640.5522,0,640.5522,3.1696,0,3.1696,93.91781,1305.0918,PLATAFORMA DE CHERNE-2,UEP,263
Rio de Janeiro,Campos,7BO  0014D RJS      ,7BO  0014D RJS      ,BONITO,Petrobras,4.8E+14,2016/04,297.4596,0,297.4596,9.9772,0,9.9772,298.64827,1.475,PLATAFORMA DE ENCHOVA,UEP,565
Rio de Janeiro,Campos,7CO  0010D RJS      ,7CO  0010D RJS      ,CORVINA,Petrobras,4.8E+14,2016/04,989.1634,0,989.1634,5.086,0,5.086,151.88849,1155.1324,PETROBRAS 09,UEP,629
Rio de Janeiro,Campos,7BO  0013H RJS      ,7BO  0013H RJS      ,BONITO,Petrobras,4.8E+14,2016/04,647.9374,0,647.9374,18.887,0,18.887,565.34827,0.6499,PLATAFORMA DE ENCHOVA,UEP,679
Rio de Janeiro,Campos,4RJS 0430D RJ       ,4RJS 0430D RJ       ,ENCHOVA OESTE,Petrobras,4.8E+14,2016/04,618.9462,0,618.9462,8.8055,0,8.8055,261.65765,358.8863,PLATAFORMA DE ENCHOVA,UEP,717
Rio de Janeiro,Campos,7AB  0013HARJS      ,7AB  0013HARJS      ,ALBACORA,Petrobras,4.8E+14,2016/04,1546.9125,0,1546.9125,28.2589,0,28.2589,847.10546,169.3001,PETROBRAS 31,UEP,622
Rio de Janeiro,Campos,7AB  0026D RJS      ,7AB  0026D RJS      ,ALBACORA,Petrobras,4.8E+14,2016/04,3407.3505,0,3407.3505,147.4047,0,147.4047,4418.69559,3027.043,PETROBRAS 25,UEP,702
Rio de Janeiro,Campos,7CRP 0058D RJS      ,7CRP 0058D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,326.3522,0,326.3522,1.4255,0,1.4255,41.82645,2616.501,PLATAFORMA DE CARAPEBA-I,UEP,720
Rio de Janeiro,Campos,6BR  0003  RJS      ,6BR  0003  RJS      ,BARRACUDA,Petrobras,4.8E+14,2016/04,2350.8561,0,2350.8561,33.2821,0,33.2821,995.33778,4434.9759,PETROBRAS 43,UEP,606
Rio de Janeiro,Campos,7MRL 0021D RJS      ,7MRL 0021D RJS      ,MARLIM,Petrobras,4.8E+14,2016/04,1755.0413,0,1755.0413,21.1412,0,21.1412,632.40977,1230.0868,PETROBRAS 18,UEP,581
Rio de Janeiro,Campos,7CRP 0050D RJS      ,7CRP 0050D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,445.099,0,445.099,1.6283,0,1.6283,47.77606,1841.6318,PLATAFORMA DE CARAPEBA-I,UEP,720
Rio de Janeiro,Campos,7CH  0042DPRJS      ,7CH  0042DPRJS      ,CHERNE,Petrobras,4.8E+14,2016/04,78.4184,0,78.4184,0.8624,0,0.8624,25.55408,124.4003,PLATAFORMA DE CHERNE-2,UEP,125
Rio de Janeiro,Campos,3RJS 0469  RJ       ,3RJS 0469  RJ       ,CONGRO,Petrobras,4.8E+14,2016/04,256.6477,0,256.6477,2.9268,0,2.9268,87.10665,247.0681,PETROBRAS 09,UEP,629
Rio de Janeiro,Campos,7CRP 0061D RJS      ,7CRP 0061D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,153.043,0,153.043,0.6944,0,0.6944,20.37624,2258.5389,PLATAFORMA DE CARAPEBA-I,UEP,566
Rio de Janeiro,Campos,4CRT 0002  RJS      ,4CRT 0002  RJS      ,CARATINGA,Petrobras,4.8E+14,2016/04,351.1454,0,351.1454,6.182,0,6.182,185.05515,31.3639,PETROBRAS 48,UEP,320
Rio de Janeiro,Campos,7AB  0027DARJS      ,7AB  0027DARJS      ,ALBACORA,Petrobras,4.8E+14,2016/04,2522.8227,0,2522.8227,93.7736,0,93.7736,2811.0177,5682.3437,PETROBRAS 25,UEP,702
Rio de Janeiro,Campos,7CRP 0059D RJS      ,7CRP 0059D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,437.8351,0,437.8351,1.8049,0,1.8049,52.95971,2204.0664,PLATAFORMA DE CARAPEBA-I,UEP,716
Rio de Janeiro,Campos,3BR  0006  RJS      ,3BR  0006  RJS      ,BARRACUDA,Petrobras,4.8E+14,2016/04,5200.778,0,5200.778,51.1784,0,51.1784,1530.54523,409.5459,PETROBRAS 43,UEP,701
Sergipe,Sergipe,1SES 0107D SE       ,1SES 0107D SE       ,TARTARUGA,UP Petróleo,4.8E+14,2016/04,0,0,0,0,0,0,0,0,Ponto de Coleta de Tartaruga,INSTALACAO EMB/DESEMB,0
Rio de Janeiro,Campos,7MRL 0027D RJS      ,7MRL 0027D RJS      ,MARLIM,Petrobras,4.8E+14,2016/04,840.132,0,840.132,7.6062,0,7.6062,227.52927,1259.4961,PETROBRAS 18,UEP,479
Rio de Janeiro,Campos,7AB  0017  RJS      ,7AB  0017  RJS      ,ALBACORA,Petrobras,4.8E+14,2016/04,1800.4854,0,1800.4854,89.1137,0,89.1137,2671.32753,5096.1596,PETROBRAS 25,UEP,702
Rio de Janeiro,Campos,7CRP 0057D RJS      ,7CRP 0057D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,179.2692,0,179.2692,0.9103,0,0.9103,26.71088,2144.9158,PLATAFORMA DE CARAPEBA-I,UEP,720
Rio de Janeiro,Campos,7CO  0012DARJS      ,7CO  0012DARJS      ,CORVINA,Petrobras,4.8E+14,2016/04,133.671,0,133.671,0.634,0,0.634,18.93383,364.0534,PETROBRAS 09,UEP,629
Rio de Janeiro,Campos,4RJS 0493  RJ       ,4RJS 0493  RJ       ,PAMPO,Petrobras,4.8E+14,2016/04,214.1087,0,214.1087,0.7423,0,0.7423,22.23433,2066.7393,PLATAFORMA DE PAMPO-1,UEP,713
Rio de Janeiro,Campos,7CH  0041DPRJS      ,7CH  0041DPRJS      ,CHERNE,Petrobras,4.8E+14,2016/04,471.5515,0,471.5515,5.2986,0,5.2986,157.00152,2607.6927,PLATAFORMA DE CHERNE-2,UEP,662
Rio de Janeiro,Campos,7CRP 0051D RJS      ,7CRP 0051D RJS      ,CARAPEBA,Petrobras,4.8E+14,2016/04,94.035,0,94.035,0.6294,0,0.6294,18.46896,2149.7638,PLATAFORMA DE CARAPEBA-I,UEP,720
Rio de Janeiro,Campos,3RJS 0468A RJ       ,3RJS 0468A RJ       ,CONGRO,Petrobras,4.8E+14,2016/04,559.9497,0,559.9497,8.694,0,8.694,258.75132,299.0901,PETROBRAS 09,UEP,627
Rio de Janeiro,Campos,7AB  0055H RJS      ,7AB  0055H RJS      ,ALBACORA,Petrobras,4.8E+14,2016/04,1637.3218,0,1637.3218,24.9681,0,24.9681,748.45858,72.3613,PETROBRAS 31,UEP,623
Rio de Janeiro,Campos,7MA  0016D RJS      ,7MA  0016D RJS      ,MARIMBÁ,Petrobras,4.8E+14,2016/04,363.9165,0,363.9165,9.9223,0,9.9223,294.46791,1416.8801,PETROBRAS 08,UEP,696
Rio de Janeiro,Campos,7MA  0015D RJS      ,7MA  0015D RJS      ,MARIMBÁ,Petrobras,4.8E+14,2016/04,4375.0105,0,4375.0105,50.981,0,50.981,1512.97719,4701.8416,PETROBRAS 08,UEP,702
Rio de Janeiro,Campos,7MRL 0086D RJS      ,7MRL 0086D RJS      ,MARLIM,Petrobras,4.8E+14,2016/04,1647.8317,0,1647.8317,28.4971,0,28.4971,852.45182,4331.3416,PETROBRAS 37,UEP,619
